Interpret;Titel
Shigeto;In Case You Forget
Jay Daniel;Knowlege Of Selfie
Borrowed CS;Miles
Zara McFarlane;Stoke The Fire
Joy Unlimited;Connection
Joy Unlimited;That's The Key
Ibeyi;Numb
O' Flynn;Pluto's Beating Heart
Maddslinky;It Was You
Kxngs;Air Sign
Kamasi Washington;Integrity
Grandbrothers;Bloodflow (Lone Remix)
Protomartyr;The Chuckler
Shigeto;When We Low
Melanie Di Biasio;Gold Junkies
Destroyer;Tinseltown Swimming In Blood
Alt-J;Deadcrushed (Lea Porcelain Remix)
Laraaji;Ocean Flow Zither
Moullinex;Love Love Love
Submerse;Sleepover
The Seshen;Distant Heart
Moses Sumney;Quarrel
White Wine;Hurry Home
The Liminanas ;Istanbul Is Sleepy
Wolf Alice;Don't Delete The Kisses
Waifs & Strays;Balamba
Zomby;Zkittlez
Dream Wife;Fire (Ellie Herring Remix)
Alex Lahey;Perth Traumatic Stress Disorder
Weaves;Law And Panda
Seamus Fogerty;Heels Over Head
Phoebe Bridgers;Motion Sickness
Angus & Julia Stone;Cellar Doo
Vessels;Mobilise
Lakuta;Pique (Contours Remix)
