Interpret;Titel
Rozzma                                                ;Seeb Nafsak
Saicobab;Siiidaa
Dusk + Blackdown feat. Trim;The Bits
Low End Activist feat. Trim          ;Park End
Sully feat. Jamakabi;Bullseye
Marlon Hoffstadt                            ;ARP+ (Scott Fraser Sunrise Mix)
Call Super;Music Stand
Agnes Gosling;Bianca
AMP;Hownow
Manik;Mortal Requencies
Mother Of Mars;Hera In The Valley
Prins Thomas;Villajoyosa
Woman;Dust
Alien Stadium;This One´s For The Humans
Pete International Airport;Hurray For The People
Aporia;Stereo Moon
Lindstrøm;Versatile Dreams
Lindstrøm feat. Grace Hall;Shinin
Curtis Harding;Go As You Are
Imarha;Azzaman
Tootard;Laissez Passer
Patrick Topping;Track Change
Melody´s Enemy;Redlights
Lioness;Last Nite
Afriqua;Thanksgiving
Beatboxbandit;All I Had
Jamila Woods;Breadcrumbs
Sampa The Great feat. REMI;Flowers
Jitwam;I Ain´t Scared Of No Devil
Pearl Jam;Elderly Woman Behind The Counter In A Small Town
Peter Oren;Burden Of Proof
Suzan Köcher;Seven Is The Number
Suzan Köcher;Lighthouse Keeper
Suzan Köcher;Blood Red Wine
Pauline  Anna Strom;Freedom At The 45th Floor
