Interpret;Titel
Sookie;Queere Tiere
Shigeto;In Case You Forgot
DJ Python;q.e.p.d.
London Grammar;Leave The War With Me
Abnormal Sleepz;City Love
Phoebe Bridgers;Scott Street
Liam Gallagher;Wall Of Glass
Temples;Strange Or Be Forgotten
Midland;Final Credits
Lea Porcelain;Out Is In
LCD Soundsystem;Other Voices
Deadboy;Rain
The War On Drugs;Pain
Vivienne;Stiffen
Solange;Cranes In The Sky (Common Remix)
Goldie;Inner City Life (Burial Remix)
Boogie Down Productions;Stop The Violence
State Of Departmentz;Mach Meinen Kumpel Nicht an
Future Islands;Through The Roses
Better Person feat. Roy Molloy;Zakochany Czlowiek
Zomby;Zkittlez
Washed Out;Hard To Say Goodbye
alt-J;3WW
Arbouretum;Comanche Moon
Freh Khodja;La Coladera
Bunny On Acid feat. Amp Fiddler;It's On
Gucci Mane feat. Nicki Minaj;Make Love
King Krule;Logos
John Coltrane;Naima
Alice Coltrane;Om Rama
Pretty Lightning;Thunder Mountain Return
Björk;Arisen My Senses
