Interpret;Titel
Temple Of The Dog;All Night Thing            
LTJ Bukem;Journey Inwards
Brainticket;Places Of Light
Jimpster;Migration
Jimpster feat. Jinadu;The Sun Comes Up
Jose Padilla;Day One
Woman;Dust
Do Make Say Think;As Far As The Eye Can See
Cigarettes After Sex;K
Bibio;Fix This Thang
!!! (Chk Chk Chk);R Rated Pictures
Shriekback;My Spine Is The Bassline
Warm Digits;End Times
Liquid Liquid;Optimo (DJ Sample Remix)
ESG;My Street
JFDR;Anew
Seahawks;Starways (Len Leise Remix)
Peverelist;Under Clearing Skies
DJ Honesty;Shortwave
Tube + Berger;International Corporate Motherfuckers
David Bowie;Heroes
LCD Soundsystem;Call The Police
Chrysta Bell;Gravity
Levon Goes Lightly;Bluescreen
Jade Jackson;Motorcycle
Aldous Harding;Swell Does The Skull
Burial;Subtemple
Tom Misch feat. Carmody;Ephemeral
Nuage feat. Olga Maximova;Catch Light
Letherette;Suzette
Horst Jansen Trio;Stahlbeisser
