Interpret;Titel
Protomartyr;My Children
Oli Silva;Holy Mackerel
Positive Flow feat. Andre Espeut & Heidi Vogel;Universal Truth (Ocean Sky Remix)
O' Flynn;Spyglass
Vessels ;Deeper In A Sky
4THSEX;Day Fink Am Trippin
Superorganism;Something For Your M.I.N.D.
Fink;Resurgam
Glenn Astro & Ajnascent ;Viktor And The Gemini
Kelela;Frontline
Bruno Major;Easily
Grapell ;We Can Only Blame Ourselves
MJ Cole feat. Bruno Major;Shelter
Sieren;Tailored Mistakes
Burial;Rodent
Four Tet;SW9 9SL
O' Flynn;Eleven
Balmorhea;Sky Could Undress 
Tortoise   ;Glass Museum
The War On Drugs;Pain
Angus & Julia Stone;Who Do You Think You Are
Wiki;Baby Girl
Ariel Pink;Feels Like Heaven
Siriusmo;Dagoberta
Joakim;Fantomes
Grandbrothers;Bloodflow (Lone Remix)
Chelsea Wolfe;Offering
Shigeto feat. Silas Green;Don't Trip
Everything Is Recorded ;Mountains Of Dub
Brainwaltzera;Summers (Schoolyard Surf Beat)
Phoebe Bridgers;Scott Street 
Jordan Rakei;Nerve (Album Version) 
Calibre;LIT
