Interpret;Titel
SW;Untitled A2                           
Gacha Bakradze;Saysea
Tornado Wallace feat. Sui Zhen;Today
Art Feynman                                  ;Slow Down                             
Laurel Halo;Moontalk                                        
Broken Social Scene;Stay Happy
Baio;Dangeroue Anamal                          
Nu:Logic feat. The Nextmen;Our Nights                              
Kano feat. Wiley & Giggs;3 Wheel-Ups
Washed Out;Get Lost
Soul Coughing;Screenwriter´s Blues
Algiers;The Cycle/The Spiral: Time To Go Down Slowly
Lany;The Breakup
Alex Cameron;Candy May
Crazy P                                                                ;We Can Only Be Who We Are
DBFC;Sinner
Spiritualized;I Think I´m In Love
Dusky;Psychic Life Coach
Gacha Bakradze                               ;Knowledge                                                  
Bogus Order;Can You Believe It
Bogus Order;Bullnose Step
Bogus Order;Stooge
Claude Speeed;Fifth Fortress
Mogwai;Coolverine
Deadboy;Lo Heat
Keeno;Empath
L-Side feat. Christina Tamayo;Rain
Nemy & Rcallz;Thias Love
Solange;Don´t You Wait
Washed Out;Hard To Say Goodbye
The Pains Of Being Pure At Heart;When I Dance With You
