Interpret;Titel
Mary Lattimore;We Just Found Out She Died
Brainwaltzera   ;Poly Ana Summers
ORI;O.H.W.T.O.
A/T/O/S;Trees
Wire;Diamonds In Cups
Pale Blue;Comes Home (Pional Remix)
Pumarosa;Priestess
Little Cub ;Closing Time
Talamanca System;My Past Is Your Future
Gacha Bakradze;Saysea Beat
Terry Francis;Together
Little Dragon;Should I
Little Dragon;No Love
Sam Prekop;C+F 
The Immersive Project;Tiefer (Hepp Remix)
Robot Koch;Eta Aquarid (Alex Banks Remix)
Skeletons Vs Map.ache;All I Want Is You (Map.ache Remix)
Cigarettes After Sex;Apocalypse
Kendrick Lamar;Fear.
Killa Beez feat. Isaac Hayes Band;Odyssey
Mesmo;How Real Is The Sun Today?
Inner City;Good Life ( Mike Wilson´s Chicago Mix) 
Little Dragon;Push
Peaking Lights;Everytime I See The Light
Manuela ;Cracks In The Concrete
MEW ;Twist Quest
Rolling Blackouts C.F.;Dig Up
Little Cub;Too Much Love
Joe Goddard;Truth Is Light
Shelter  ;Senhor Zalla
Midori Takada;Mr. Henri Rousseau´s Dream
Bob Dylan;Once Upon A Time
Bob Dylan;Things Have Changed
