Interpret;Titel
Paradise;21st Century
Dead Man's Chest;Avalon Dub
E.A.P.D.;Hyperspace
Fracture;Your Time
Daft Punk;Revolution 909
Cosmin TRG;Afterburn
Kincaid And Sinal;Admin
Mocky;How It Goes
Childhood;Californian Light
Woman;Dust
Fejka;Sunlight
Basement Revolver                                ;Words
Chase & Status feat. Tom Grennan;All Goes Wrong
Nocturnal Sunshine;Skipper
Lone;Mind's Eye Melody
DJ Python;Las Palmas
DJ Python;Tranquila
Mønic;Deep Summer (Burial Remix)
Leiik ;Realise (Junk Son Remix) 
Lina Tullgren;Asktell
Dinner;Un-American Woman 
Warm Digits feat. Sarah Cracknell;Growth Of Raindrops
East;Flies In Honey 
Downtown Boys;Lips That Bite
Weaves;#53
Cymbals;Car Crash
Kalipo ;Alles Gut
Firmin;Le Salva (Brassica Remix)
Submerse;First Base
The Steoples;From The Otherside 
Kelela;LMK
Kaleida;99 Luftballons
Fink;Cracks Appear
Suzan Köcher;Cinnamon
