Interpret;Titel
Little Dragon;Seconds (Syd The Kid Remix)
Frank Ocean;Thinking About You
Terius Nash;Wake Me When It's Over
The Weeknd;Thursday
How to Dress Wel;Suicide Dream 2 (Holy Other Remix)
Röyksopp;In This Shirt - Ryxp Edit
Health;Goth Star (Pictureplane cover)
Monarchy;You Don't Want to Dance With Me
Morgan Page Feat. Lissie;The Longest Road (Deadmau5 Remix)
David Guetta Titanium (Featuring Sia);Titanium (Featuring Sia)
Ellie Goulding;Starry Eyed (Dexcell Remix)
MGMT;Electric Feel (Dskotek Remix)
JAY Z & Kanye West;Ni**as in Paris
Jay-Z;Where I'm From
Rakim;New York (Ya Out There)
Busta Rhymes & Swizz Beatz;New York Shit
The Sex Pistols;New York
The Clash;London Calling
Phonat;London
Ideal;Berlin
Max Herre;King vom Prenzlauer Berg
Edith Piaf;Paris
Rohff;Paris
Common;Chi-City
Clueso;Chicago
Flying Lotus;Parisian Goldfish
Red Hot Chili Peppers;Under the Bridge
Toro Y Moi;All Alone
Neon Indian;Fallout
Washed Out;Echoes
The Hundred In the Hands;Young Aren't Young
MIA;Tanz der Moleküle
Matthew Dear;Little People (Black City)
Bon Iver;Beth/Rest (Solo Piano Version)
Casper;Kontrolle / Schlaf
Lil Wayne;She Will feat. Drake
Game;Ricky
Skrillex;With You, Friends (Long Drive
