Interpret;Titel
Gang Gang Dance;Glass Jar
Friendly Fires;Running Away
Arnaud Rebotini;Who Gonna Play This Old Machine
Wild Beasts;Bed Of Nails
Dominik Eulberg;Islandmuschel 400
Jesper Ryam;Nature Boy
Dutch Uncles;X-O
Foals;Total Life Forever
Torpedo;Islands In Eternity
London Elektricity;Meteorites (Danny Byrd Rmx)
Clinch;Mow
Jack Dixon & Robin Card;Alone (Colo Rmx)
Arnaud Rebotini;Another Time, Another Place
The Elementz;Bumpa Riddim
Beardyman feat. Foreign Beggars;Oh!
Cornershop feat. Bubbley Kaur;United Provinces Of India
Bass Clef;Rollercoasters Of The Heart
Kidkanevil;The Floating World (Eliphino Rmx)
GusGus;Selfoss
Herman Dune;Tell Me Something I Don´t Know
Tyler, The Creator;Goblin
Tyler, The Creator;Yonkers
Solander;Porch Sitting Song
Love Inks;Blackeye
Boxcutter;Moon Pupils
Jack Dixon & Robin Card;Keith (Eliphino Rmx)
Lucky Paul;Thought We Were Alone (Eliphino Rmx)
Dominik Eulberg;Tanz der Glühwürmchen
Joakim;Forever Young
Colourmusic;The Little Death (In Five Parts)
Africa Hitech;Light The Way
