Interpret;Titel
Heidi Spencer And The Rare Birds;Under Streetlight Glow
Nathaniel Rateliff;Oil & Lavender
Bill Callahan;Jim Cain
Friedemann Weise;Rheinsehn
Destroyer;Suicide Demo For Kara Walker
Hercules & Love Affair;Painted Eyes
Munk;The Knights Of Heliopolis
DyE;Wasted Dreams (CFCF Rmx)
Mizz Beats;Dirty Dishes
Long Arm;The Waterfall Inside Me
Lia Ices;Grown Unknown
The Vaccines;Post Break-up Sex
Sykur;Bara Bröst
Nakion;Jesu Sofu (Club Silencio Rmx)
Francis International Airport;Bug
Fujiya & Miyagi;Minestrone
Hercules & Love Affair;Blue Songs
Reso;Aethra
Sepalcure;Taking You Back
Photomachine;Sine Language
Fred V & Grafix;One Of These Days
Magnetic Man;I Need Air (Digital Soundboy Rmx)
Yelle;Safari Disco Club
Loose Joints;It´s All Over My Face (Larry Levan Mix)
Vinnie Who;My Sympathy
Arthur´s Landing;Love Dancing
RAH Band;Messages from The Stars
Talib Kweli;Friends & Family
Franklin De Costa;Temple Of The Dork (Rene Breitbarth Rmx)
Joyce Muniz;Bedstories (Cosmin TRG Rmx)
Bone;Nightingale And Rose
Salem;Frost
Esben And The Witch;Swans
