Interpret;Titel
Shigeto;There Is Always Hope (Mux Mool Rmx)
Nuage;Remember The Lights
Ben Jamin & Matt Miller;Gutterfonk
Looptroop Rockers;Professional Dreamers
Mau'Lin feat. Amenta;Deeper Than The Sun
High Places;On Giving Up
SBTRKT feat. Sampha;Living Like I Do
Matthew Dear;Slowdance (Todd Edwards Rmx)
Anile;Change Of Direction
SCB;Loss
Gold Panda;Marriage
Chaim;Everything
Lykke Li;Jerome
Daedelus;Tailor-Made (Tokimonsta Rmx)
Svavar Knutur;Clementine
Herman Dune;I Wish That I Could See You Soon
Bullion;Magic Was Ruler
Discodeine;Antiphonie
Destin;Adelaide
The Big Crunch Theory;Arrows
The Electric;Electric Company
Agoria feat. Carl Craig;Speechless
Gravious;Junction City
The C-Types;Goo Goo Muck
Matt And Kim;Cameras (Gucci Vump Rmx)
Devotchka;Contrabanda
Midland;Bring Joy (Youandewan Warehouse Dub)
Piet Van Dongen;Vulcanic Ass (Audiofly Rmx)
Joy Orbison;Wade In
Unknown Artist;20 Toes (Stefan Gubatz Rmx)
Kurt Vile;Society Is My Friend
