Interpret;Titel
Dimitri Andreas ;Run and hide
Spirit Catcher ;Core Memory
Booka Shade ;Charlotte
Shlomi Aber ;Efrat
Stefan Goldmann ;Radian Grace
Marc Romboy ;Karambolage (Martin Eyerer Remix)
Spirit Catcher ;High Control
Spirit Catcher ;Total Confusion
Vincenzo ;The Fruit Fly (The Fruity Bug Edit)
Hugo ;The Siren
Marc Romboy ;Elif (Will Saul & Tam Cooper Remix)
Joy Division ;Love will tear us apart
Loco Dice ;Breakfast at Ninas
Alexander Robotnic ;Dance boy dance
Minimal Youth ;For granted
Eric B & Rakim ;Eric B is on the cut
UNKLE ;Burn my shodow
Marc Romboy vs Chelonis R. Jones ;The Slam
Visage ;1 Fade to grey
Robert Owens ;Back to you
Kraftwerk ;Numbers/ Computer World
Heaven 17 ;Height Of The Fighting
Kerrier District ;Let´s dance and freak
Marc Romboy ;Iceland
Gus Gus ;Need In Me
Hercules & Love Affair ;Blind
Sebastian Leger ;Cyclo
