Interpret;Titel
Silkie ;Dam 4
My Bloody Valentine ;Blown A Wish
School Of Seven Bells ;Face To Face On High Places
Reuber ;Altweiber
Damian Schwartz ;Raw
Jay Haze ;Mama Coca
Barbara Morgenstern ;Hochhaus
Ralfe Band ;Big Head
Dark Captain Light Captain ;Circles
Our Broken Garden ;Watermark
Congregation ;Dose Of Hell
Headless Heroes ;Just One Time
A Place To Bury Strangers ;Missing You
Fisherspooner ;Amuse Bouche
Silverclub ;Crash This Car
Heartbreak ;Soul Transplant
Lo-Fi-Fnk ;Want U
Grace Jones ;William´s Blood (Aeroplane Rmx)
Consolidated feat. Yeastie Girls ;You Suck
CLP feat. White Gold Princess ;Insatiable
Sharmaji & DJ Boo ;Skank Ethics
Skream ;Dutch Flowerz
David Last Vs. Zulu ;Uptown Party Life
Conquest ;Forever (D1 Rmx)
Sway feat. Akon ;Silver & Gold
Deekline & Wizard ;Angels
Owuse & Hannibal ;Delirium
King Midas Sound ;One Ting (Dabrye Rmx)
Martyn ;Natural Selection (Flying Lotus Rmx)
Skream ;Percression
Pangaea ;Router
Groove Chronicles ;Come On Now
TRG ;Broken Heart (Martyn Rmx)
Myrtyn ;Natural Selection
Martyn ;Vancouver (2562 Rmx)
