Interpret;Titel
Saccades;Heat
Amtrac & The Juan MacLean;Grit
Roosevelt;See You Again (Perel Rmx)
Dave feat. Kamal;Mercury
London Grammar;Talking
Julia Stone;Break
Crafty 893 feat. Manga Saint Hilare;Top Ten
Drumskull;Battle Stations (Benny Ill Rmx)
Modeselektor feat. Paul St Hilaire;Movement
Modeselektor;Keller
My Nu Leng & Flava D;Ascendance
Automatic;Highway (Kevin Haskins Dub)
Ela Minus;Megapunk (TSHA Rmx)
San Holo;Black And White
Alice Phoebe Lou;Dirty Mouth
M.Byrd;Morning Sun
Scorpion Kings feat. Tresor;Limbisa NGA
Scorpion Kings feat. Tresor + Tyler ICU;Cherie
Melanie Velarde;Nightfall
Flyte;Easy Tiger
Tom Petty;Hard On Me (Alternate Version)
Chris Cacavas And Junkyard Love;Let You Down
Young Thug feat. Lil Duke & NAV;Pots N Pans
AJ Tracey feat. NAV;Kukoč
AJ Tracey feat. MoStack;Dinner Guest
Greta Van Fleet;My Way, Soon
Slade;Get Down And Get With It
Ava Vegas;Hold On To Your Stars
London Grammar;How Does It Feel
London Grammar;Baby It´s You
L’Impératrice;Fou
A Certain Ratio;Keep It Together (Jam 5)
Do Nothing;Great White Way
Alli Neumann;Hohes Fieber
!!!;Wonderful Life
Jose Gonzalez;Visions
Marinero;Through The Fog
Haiyti;Toxisch
