Interpret;Titel
DJ Zinc;Free Again
Seb Zito;Come On
My Nu Leng feat. Dismantle;The Flight
ASC;Lucid Dream
ASC;Slow Down
King GIzzard & The Lizard Wizard;Yours
Caravan;Golf Girl
Scuba + DOMiNii;Womb
Vaccine;Wishful Thinking VIP
Tom Taschenmesser;Brügge
Layla;Dichter
Layla;Creamy
Migos & Future;Picasso
Young Thug feat. Lil Duke & NAV;Pots N Pans
Mindy Meng Wang & Tom Shiel;Sleeping Tiger On The Bund
Vaovao;Weiße Steppe
Darkside;Lawmaker
Aili & Transistorcake;Dansu
Yello;Lost Again (Extended Dance Version)
Future Islands;Thrill (Did They Hear Me Calling) (Egyptian Lover Remix)
Cold Cave;Night Light
Drangsal;Mädchen Sind Die Schönsten Jungs
Jeff Özdemir With Knarf Rellöm & DJ Patex;He´s A Woman
Mndsgn;Truth Interlude
Wein & Haschisch;St. Tropez
Der Frühling;Bevor Du Aufstehst
Matthew E. White;Genuine Hesitation
Bryan Ferry;Do The Strand
Balbina;Hallo
King Gizzard & The Lizard Wizard;Interior People
Kelly Lee Owens;On (Elkka Rmx)
Waifs & Strays;Let The Music Take Control
Sleater-Kinney;Down The Line
Twisk;The News
Telquist;High And Low
