Interpret;Titel
Gianni Brezzo;Flower Rain
Makoto feat. Pete Simpson;Spread Love
Axel Boy;Air Raid
My Nu Leng & Bushbaby;Crystal Clear
Skream;Listening To The Records On My Wall
Doss;Puppy
Kasper Marott;Sol
Wayward;All A Bit Mad
The Cool Greenhouse;Cardboard Man
Dry Cleaning;Strong Feelings
Quenum;Little Secret (Yulia Niko Rmx)
Gullen feat. Name One;Shook
Poté feat. Damon Albarn;Young Lies
Kasai Allstars;Kasai Munene (Ekiti Sound Rmx)
IKOQWE;Pele (MadMadMad Remix)
Aili & Transistorcake;Pari Pari
Ken Hayakawa;Digital Illusion
De Wolt;Music Hunters
Minimal Compact;New Clear Twist
Donato feat. 2Seiten, ABS, Aphroe, Inferno.79, Lakmann, Terence Chill, Too Strong & DJ DSD;Der Ruhrpott Ist Unendlich
Homeboy Sandman & Eric Lau;Rap
Coast Contra;My Lady
Ice Cube;It Was A Good Day
The Cool Greenhouse;Alexa!
Trio;Anna – LaßMichRein LaßMichRaus
Dry Cleaning;John Wick
Godspeed You! Black Emperor;Fire At Static Valley
Morcheeba;Oh Oh Yeah
Peter Frampton;Do You Feel Like We Do
Gianni Brezzo feat. Otis Junior;Hold Tight
Joao Selva;Cade Voce
Chai;Nobody Knows We Are Fun
Yanik Park;Ponytrip
Bilderbuch;Nahuel Huapi
Sophia Essél;Reachin
