Interpret;Titel
Beabadoobee;Last Day On Earth
Grrrl Gang;Honey, Baby
Trance Wax;Tayna (Shanti Celeste Rmx)
ItaloJohnson;14A1
Glitterer;Indeed
Glitterer;Fire
Kasai Allstars;Kasai Munene (Ekiti Sound Rmx)
Arthur Baker feat, Rockers Revenge;On A Mission
Pharoah Sanders;Our Roots (Began In Africa)
Serpentwithfeet;Fellowship
Luis Ake;Ein Schöner Traum
Levin Goes Lightly;Rote Lippen
Los Retros;It´s Got To Be You
Screaming Trees;Bed Of Roses
Flock Of Dimes;Price Of Blue
Elkka;Burnt Orange
Alinka;Rhythm Sister
James K;Ultra Facial!
Julia Stone;Fire In Me
Goldfrapp;Systemagic
Louisahhh;Love Is A Punk
Peach Tree Rascals;Pockets
Marinero;Nuestra Victoria
Mira Lu Kovacs;Stuck
Lost Girls;Real Life
Dead Star Talk feat. Geoge Hennessey;Love Leash
Ice Age;Shelter Song
Skream;Listening To The Records On My Wall
Niteplan;Hold On
Sl8r;Other Life
Winslow;Mad Flavours
GLXY feat. Rhi;Sweet Lows
Floating Points, Pharoah Sanders & The London Symphony Orchestra;Movement 1
Floating Points, Pharoah Sanders & The London Symphony Orchestra;Movement 2
Floating Points, Pharoah Sanders & The London Symphony Orchestra;Movement 3
Floating Points, Pharoah Sanders & The London Symphony Orchestra;Movement 4
Floating Points, Pharoah Sanders & The London Symphony Orchestra;Movement 5
Floating Points, Pharoah Sanders & The London Symphony Orchestra;Movement 6
