Interpret;Titel
Wang Wen;Shut Up and Play
Gianni Breezo;Flower Rain
Apifera;Four Green Yellows
Barbarossa;Awakeners Awaken Us
Goat Girl;Bang
Edwin Rosen;SSS
The Chameleons;Swamp Thing
Fontaines D.C.;A Hero’s Death (Soulwax Rmx)
Yard Act;Dark Days
Baby Strange;Club Sabbath
Andy Ash;Feels
Alfa Mist;Run Outs
International Music;Insel Der Verlassenheit
Albertine Sarges;Free Today
Maria Basel;Wake Up TIred
Monet192 feat. Lune;Spotlight
BLVTH;Pow Pow
Playboi Carti;Vamp Anthem
Mobb Deep;G.O.D., Pt. III
Bicep;Apricots
JETZT!;Wir Sind Wolken, Sind Momente (Franz Bieber Rmx)
My Nu Leng;Champion Sound
Viagra Boys;Girls & Boys
Mush;Seven Trumpets
Coma;Start/Stop/Rewind (Kosmik Disko Mix)
Love Machine;The Animal
Brodka & Scottibrains;Wrong Party
Chez De Milo;Bushwa (Smagghe & Cross Rmx)
Till Krüger;Alright
T.R.A.C. feat. Level 2 & Christina Tamayo;Invisible Sounds (Random Movement Rmx)
Carlito & Addiction;History
T.R.A.C. feat. Command Strange;Take The Reigns (Command Strange Rmx)
Kami;Underneath
Shame;Station Wagon
Rose Of Avalanche;L.A. Rain
