Interpret;Titel
Cigarettes After Sex;K.
Dusted;They Don´t Know You
Dreamcastmoe;L Foot, Right
Ty Segall;Learning
Khruangbin Vs Felix Dickinson;Time (You and I) (Put a Smile on DJ's Face Mix)
Scuba + DOMiNii;Forgive Me
Joy Orbison;Hyph Mngo
Paris Green;Redrum
Jade Bird;I´m Getting Lost
Fluppe;Scotland Yard
Deafheaven;Womb
Deafheaven;In Blur
Blxst feat. Ty Dolla $ign & Tyga;Chosen
AJ Tracey feat. T-Pain;Summertime Shootout
A Certain Ratio;Downtown Vibes
Brian Jackson, Adrian Younge & Ali Shaheed Muhammad;Duality
Lala Lala;Color Of The Pool
The Palmer Initiative;Shadow Self
Joy Orbison;w/ dad & frankie
Joy Orbison w/ Herron;Sparko
Joy Orbison (w/ james massiah & bathe);Swag w/ kav
Joy Orbison (w/ léa sen);Better
Joy Orbison (w/ tyson);Born Slipping
El-B;Space
The Killers feat. Phoebe Bridgers;Runaway Horses
The Killers;Sleepwalker
The Killers;Terrible Thing
George Harrison;My Sweet Lord
International Music;Insel Der Verlassenheit
The Beatles;Here Comes The Sun*The Inner Light (Transition)
Trupa Trupa;Invisible Door
George Harrison;Isn´t It A Pity
Black Marble;Somewhere
Ty Segall;Waxman
UFO;C´mon Everybody
Blue Cheer;Summertime Blues
Jungle;Fire
