Interpret;Titel
Kante;Tourisme (Tobias Levin Accent-Mix)
Love Machine;Düsseldorf – Tokyo
Ruth Mascelli;Another Bump
Ela Minus;Megapunk (Sofia Kourtesis Remix)
Mt. Mountain;Peregrination
Tame Impala;It Isn´t Meant To Be
Paper Kites feat. Gena Rose Bruce;Lonely
Jane Weaver;Flock
Crafty 893;100 Racks
NIneteen97 & Blue Room Mafia;Again
Hermanos Gutiérrez;Esperanza
Death Hawks;Hey Ya Sun Ra
Caribou;Sister (Floating Points Remix)
MJ Cole feat. Nova Caspar & Jay Dee;Sincere
BabyJoy;Tourne En Rond
AJ Tracey & Mabel;West Ten
YoungMorpheus & Ewonee;Ride Dirty
YoungMorpheus & Ewonee;Fistfulofgreens
Mt. Mountain;Two Minds
Mt. Mountain;Second Home
Can;Oh Yeah
Altin Gün;Kesik Cayir
Isolation Berlin;(Ich Will So Sein Wie) Nina Hagen
Noise Addict;I Wish I Was Him
Shygirl;Siren (Basement Jaxx Rmx)
PVA;Talks (DJ Dairy Rmx)
Veik;Political Apathy
Saccades;Islands Past
Mt. Mountain;Dawn
Quilt;Passersby
Denzel Curry & Kenny Beats feat. Arlo Parks;Track07 (Georgia Anne Muldrow Version)
Die P;Niemand Kann Mir Sagen
Night Beats;New Day
Kings Of Leon;Golden Restless Age
Kings Of Leon;Fairytale
Lou Reed;Walk On The Wild Side
