Interpret;Titel
Mykki Blanco feat. Blood Orange;It´s Not My Choice
JayKae feat. Jorjja Smith;1000 Nights
FLORE;Bad Medicine
Future;Mask Off
Tyler, The Creator;WILSHIRE
Unknown Mortal Orchestra;Weekend Run
Brent Faiyaz feat. Drake;Waste Your Time
Róisín Murphy;Incapable (The Reflex Revision)
Hiatus Kaiyote;Get Sun
Hiatus Kaiyote;Blood And Marrow
Lana Del Rey;Blue Banisters
Easy Life;Skeletons
Sault;Wildfires
Sault;Bitter Streets
Roosevelt;Strangers
Sam Fender;Sad But True (Live)
Tame Impala;Is It True
DXVE;Treibsand
Anderson. Paak feat. T.I.;Come Down
Django Django feat. Charlotte Gainsbourg;Waking Up
Diplo, Damian Lazarus & Jungle;Don´t Be Afraid
Pom Pom Squad;Head Cheerleader
Amilli;Hazy Days
Rejjie Snow & Tinashe;Disco Pantz
Leepa;i'm Sorry, Are You?
Von Wegen Lisbeth;L.OST
Janelle Monáe;Stronger
Black Pumas;Colors
Chet Faker;Feel Good
Peggy Gou feat. OHHYUK;Nabi
Yaeji feat. DiAN;PAC-TIVE
Nothing But Thieves;Amsterdam
Parcels;Free
Fred Again;Diana (You Don´t Even Know)
Jayda G;All I Need
Wolf Alice;How Can I Make It Ok?
RIN feat. Giant Rooks;Insomnia
The Doors;Break On Through
Chance The Rapper;All Night
