Interpret;Titel
Danny B;Love Is
Hybrid Minds feat. Grace Grundy;Bad To Me
Klaus Doldinger´s Passport;Schirokko
Jeff Özdemir & ZAP;Losin´
Marinero;Beyond The Rainbow Tunnel
Joe Armon-Jones;Pray
Klaus Doldinger´s Passport;Handmade
Wayward;All A Bit Mad
Chai;End
Maurice Summen;Alte Fotos
Dave Pike Set;Mathar
Paul Weller;Cosmic Fringes
Dawn Richard;Boomerang
Udo Lindenberg;Mein Ding
Juan Wauters;Locura
Current Joys;Dancer In The Dark
Magic Island;Bury Me Alive
Zone+;Infinite Galaxy
Seb Zito;Mission FM
PVA;Project Bunker (live)
Sons Of Kemet feat. Kojey Radical;Hustle
WheelUp feat. Brint Story;Stay For Long
Black Attack;My Crown
Klaus Doldinger´s Passport;Uranus
Brodka;Hey Man
Udo Lindenberg & Das Panik Orchester;Er Wollte Nach London
The Black Keys;Louise
Alex Chilton;I Will Turn Your Money Green
St. Vincent;Daddy´s Home
Klaus Doldinger´s Passport;Tatort
Klaus Doldinger´s Passport;Hexensabatt
Alfie Templeman;Shady
Mathias Modica;Kotti Bizarre (Antitheater)
Blue Lab Beats;Nights In Havana
Squid;G.S.K.
J.Cole, Bas & 6Lack;Let.Go.My.Hand
Doldinger´s Motherhood feat. Udo Lindenberg;Devil Don´t Get Me
