Interpret;Titel
Khruangbin;Friday Morning
Joe Farrell Quartet;Follow Your Heart
Haiyti;American Dream
Nilüfer Yanya;The Florist
Marlon Hoffstadt;Der Merowinger
Jono McCleery;Ingenue (Synkro Remix)
Circuit Des Yeux;Falling Blonde
The Liminanas;De La Part Des Copains
DyE feat. Mark Kerr;Emo Machine
Shame;Gold Hole
Shopping;Wild Child
We Have Band;You Came Out
Huxley & Hauswerks;Make It Right
NYTA;Bad Intentions
Matthewdavid;Flow With The Go
Matthewdavid;Slippin'
Ramu;Destroyed
Jeff Parker;Istanbul
Tom Misch;Movie
Ady Suleiman;I Remember
Chance The Rapper;All NIght
The Liminanas feat. Peter Hook;The Gift
Hookworms;Static Resistance
Pale Grey;Seasons
Robert Earl Thomas;Another Age
Typhoon;Coverings
Cassy & Demuir;Please Me (Fred P Journey Mix)
G-Prod;D-Light
Krotone;Tweak
Gantz;Witch Blues
1954;To Die For
Gantz feat. Dedw8;Shivy
Loma;Black Willow
Tune-Yards;Colonizer
Gantz feat. Elif Dikec;Fugazi
