Interpret;Titel
Marteria & Casper;Champion Sound
Spax;Mit Leib Und Seele
Louis Cole feat. Genevieve Artadi;When You’re Ugly
The Internet;La Di Da
Dave Owen & T.R.A.C.;Bossin Ova
George Benson;Body Talk
Okzharp & Manthe Ribane;Never Thought
Thundercat;Final Fight
Stanley Clarke;School Days
Chastity;Scary
Bullet La Volta;Sunshine
Arthur Baker feat. Rockers Revenge;On A Mission
Kristin Velvet;Insane
Josh Butler;Doesn´t Work
Gonzo-Gonzo;America (El Txef A Remix)
Robot 84 feat. Manuel Amoscotegui;San Vorera
DJ Aakmael;Untitled 109
DJ Patife feat. Vangeliez;On The Floor
Dead Man´s Chest & Sonic;Kool With A K
Inja & Non Decay;Highwater
X-Altera;Impossible
Wiz Khalifa feat. THEMXXNLIGHT & Curren$y;Mr. Williams
Wiz Khalifa feat. Ty Dolla $ign;Something New
Franz Ferdinand & Jane Birkin;A Song For Sorry Angel
The Liminanas;De La Part Des Copains
Serge Gainsbourh avec Brigitte Bardot;Je T´aime Moi Non Plus
Alanis Obomsawin;Theo, Pt. II
Punch Brothers;It´s All Part Of The Plan
Juliana Daugherty;Sweetheart
Kex Kuhl;Sohn
Still Corners;Black Lagoon
Chromatics;Blue Girl
Archie Hamilton;Mercury
