Interpret;Titel
A-Sim;Love & Hate
Djrum;Blue Violet
Conner Youngblood;Red.23
Bugzy Malone feat. JP Cooper;Ordinary People
RAAM;Blame
Roosevelt feat. Washed Out;Forgive
Bad Sounds;Avalanche
Fröst;Record Still Spinning
The Vryll Society;Shadow Of A Wave
Tiger Stripes;Jack My Yum (Matt Tolfrey Remix)
Otik;Top Ten
Soundbwoy Killah;Turn Off The Lights
Otik;Hunga
London Elektricity & Degs;Just One Second (Mitekiss Remix)
Command Strange feat. Pouyah;Improbably
Stefflon Don;Jellio
Nicki Minaj feat. Foxy Brown;Coco Chanel
Foxy Brown feat. Mystikal;´Bout My Paper
Missus Beastly;Rahsaan Roland Kirk
Mark Lanegan & Duke Garwood;Feast To Famine
Blood Orange;Charcoal Baby
Basement Revolver;Baby
Attraktta;Distance In Ultrablue
Aretha Franklin;Rock Steady
Aretha Franklin;Respect
Aretha Franklin;Young, Gifted And Black
Ogris Debris Vs Nina Simone;See Line Woman
DJ Counselling;Myou Yeah Love
Jungle;Heavy, California
Bugzy Malone;King Of The North
Bugzy Malone;Done His Dance
Louis Cole;Freaky Times
Cullen Omori;A Real You
White Denim;Double Death
Djrum;Creature, Pt. 1
Djrum;Waters Rising
