Interpret;Titel
White Denim;Double Death 
Stuff;White Denim
Danny Byrd;Holy Star
Bad Sounds;Wages
Marteria & Casper;Champion Sound
Gessture;Two Moons
Christopher Rau feat. Autre;Draulic Drone
DJ Counselling;Thursdays (Be There)
Anna Calvi;Chain
David Bowie;Changes
Mass Gothic;Pier Pressure
Keshavara;Kabinett Der Phantasie
Northern Jamz;Stutter (Minimal Mix)
Gessture;Ubiquitous
Etch;Fluid
Rejoicer;Cloud Of Me
Rejoicer feat. Mndsgn;Purple T-Shirts
Dorian Concept;A Mother´s Lament
Camila Fuchs;One On One
Exploded View;Raven Raven
Command Strange feat. Pouyah;Improbably
Tolima Jets;Nang
On The Sunshine;Spiritualized
Matchstick Man;The Manana People
Basement Revolver;Dancing
Lightning Dust;Wondering What Everyone Knows
Mass Gothic;New Work
International Music;Metallmädchen
The Lytics;Glow
Darwin Deez;The World´s Best Kisser
Marteria & Casper;1982 (Als Ob´s Gestern War)
Silkie;Impervious
Sgrow;You
Matthieu Faubourg;As Far As I Know
Marie Davidson;So Right
