Interpret;Titel
Loverboy;Lomboy
Again;Villagers
Der Merowinger;Marlon Hoffstadt
Smile;Jungle
Arbolita;Wargirl
Suspicious;Faces On TV
Hard Road To Travel;BBXO
Now We´re Ready To Spend;Vox Low
Modafinil Blues;Matthew Dear
Strike;Petrol Girls
Feel Good;Maribou State feat. Khruangbin
Brunettes Against Bubblegum Youth;The Brunettes
The Loneliest Girl;Princess Chelsea
Theme 09;Frits Wentink
Zakochany Czlowiek;Better Person feat. Roy Malloy
A Minor Story;Pieter De Graaf  
Velvet;Stormzy
The Mansion;Lydmor
Waved (My Nu Leng Remix);Foreign Beggars feat. Black Josh
The Thread;Lysistrata
Know It All;Tom Allan & The Strangest
I´ve Done The Best;Amber Arcades
Brean down;Beak
Besser schlafen;Nuage & Das Bassorchester
Cocooned VIP;Bungle
Upper West Side;King Princess
Tummy;Tamino
Katy Song;Red House Painters
No One Sees You Crying;Sage
Light A Fire;Blackberries
Roller Coaster;Tempesst
