Interpret;Titel
Slowdive;Star Roving
Hatchie;Sure
The Last Poets;Understand What Black Is (Mala Remix)
Martyn;Why
Lewis James feat. DanDans K;Praying out loud
Synkro & Arovane;Facing North
Kids See Ghosts (Kanye West & Kid Cudi);Cudi Montag
NAS feat. The-Dream;Adam and Eve
Onra;Secretly
Fitz Ambrose & Submerse;Gloria
Fitz Ambrose & Submerse;Moderna
John Parish;Sorry For Your Loss
William Fitzsimmons;Second Hand Smoke
Kids See Ghost (Kanye West & Kid Cudi);4th Dimension
Yuno;So slow
Panda Bear;Flight
Gang Gang Dance;Lotus
Violence FM & The Underground Soulsavers;Soleil Mauve
The Amazing;Rewind
The Amazing;Picture You
The Orb;Other Blue Worlds
Josh Wink;Dame Deep
Black Heino;Fear Of A Black Heino
Rolling Blackouts C.F.;Time In Common
Mourn;Barcelona City Tour
SuperParka;Girl
Bad Sounds;Evil Powers
Soulwax;Essential Three
Phase Fatale;Reverse Fall
Mushy;Sons Of Acid
Wooden Shjips;Eclipse
Melody's Echo Chamber;Quand Les Larmes D'un Ange Front
Pinkshinyultrablast;Dance AM
Arp;Fluorescences
