Interpret;Titel
The Weeknd;Wasted Times
Girls Of The Internet;Love Delicious (Sully Remix)
Begin;Wood Trees
Alejandro Mosso;Hozho
The Voidz;All Wordz Are Made Up
Subsid And Scott Allen;Next Level
Danny Byrd feat. MC GQ;Salute
Plan B;Guess Again
Hollie Cook;Stay Alive
Plan B;Prayin´ (Breakage Remix)
Logistics;Lotus Flower
Sirkus;Leaving Ten Times
Unknown Mortal Orchestra;Ministry Of Alienation
Cardi B;Bickenhead
Aera;Logic & Kindness
Mien;Earth Moon
Tom Misch;Isn´t She Lovely
Tom Misch feat. Goldlink;Lost In Paris
Tom Misch feat. Loyle Carner;Water Baby
Rae & Christian;Time To Shine
Slug;Humming And Hawing
The National Jazz Trio Of Scotland;Anticipated Sentence
Lewsberg;The Smile
Flame 1;Fog
Otzeki;True Love
Project Pablo;I Heard You Breathing
Nhoah;What Happened……..Berlin
The Detroit Cobras;The Real Thing
Goat Girl;The Man
Wax Chattles;Stay Disappointed
Unknown Mortal Orchestra;This Doomsday
Unknown Mortal Orchestra;Everyone Acts Crazy Nowadays
Chrome Sparks feat. Angelica;What It´s Gonna Take
Makeness;Our Embrace
Barbarossa;Broken Beauty
