Interpret;Titel
DJ Boring                                                ;Exotic Feelin                                           
Peggy Gou                                               ;Shero
Maribou State feat. Khruangbin           ;Feel Good                                                 
Âme;Positivland
Wooden Shjips                                           ;Red Line                                                      
Desert Mountain Tribe                             ;Way Back To You                                       
Prefuse 73                                                  ;Her Desire Is To Be Left Alone                
Yasha ;Landing In SW9                                            
WEN;Time II Think                                               
Lykke Li                                                        ;Jaguars In The Air                                       
Amber Arcades                                         ;Simple Song                                               
Tunng;It´s Because…..We´ve Got Hair                
Snail Mail                                                     ;Let´s Find An Out                                        
Claudio Coccoluto                                      ;Suena Bien                                                  
Balako ;Jungle Music (Austin Ato Edit)                 
Jimi Tenor                                                    ;Order Of Nothingness                               
The Mouse Outfit feat. Dubbul O,Sparkz & Ellis Meade   ;Repeat
Kiefer;Highway 46                                                 
Jamie Isaac                                                   ;Doing Better                                                
Melody´s Echo Chamber                            ;Breathe In, Breathe Out                             
Ian Late                                                        ;Ony By One                                                 
Waifs & Strays                                            ;Beats Hypnotic                                             
Leon Vynehall                                             ;English Oak (Gerd Janson Remix)            
Prefuse 73                                                  ;Gravure  
Bogus Order                                                ;Bullnose Step                                              
Skeptical ;Violet
Skeptical ;Plastic City                                                     
Calibre ;The Dep                                                         
Mitekiss feat. Emer Dineen                        ;Farmost
Yuno;So Slow                                                         
Drugdealer;Were You Saying Something?                  
Melody´s Echo Chamber                            ;Cross My Heart                                            
Lump;Curse Of The Contemporary                     
The Sound Of Money                                  ;I Had 1680 Wives                                         
L´Imperatrice                                               ;La-Haut                                                         
Datashock   ;Wenn Alle Wollen, Will Ich Auch 
