Interpret;Titel
Sea Moya                                  ;Palmy Clouds
Farron         ;Veem
Calibre;Break That
Special Request;Change
Need For Mirrors;Nylon
Bungle;Cocoon VIP
Kriston                             ;Got To Get Up (Just 4 U Mix)
Dream Continuum;Ride Away
Bhad Bhabie feat. YG;Juice
MadeinTYO;Outstanding
Jon Spencer Blues Explosion;Greyhound Part 2 (Genius Of Wu-Tang Clan Remix)
Die Cigaretten;Pillen
Stats;There Is A Story I Tell About My Life
Sofia Portanet;Wanderratte
X Mal Deutschland;Polarlicht
Curses feat. Perel ;Gold & Silber
Martyn;Masks
Georgia Anne Muldrow;Canadian Hillbilly
Sieren;Dissolve
Rosalia;Di Mi Nombre
Rosalia          ;Pienso En Tu Mira
GospelbeacH;Dreamin´            
Still Parade;The Gathering
Vinyl Williams    ;None With Other
Planningtorock ;25. Beulah Loves Dancing                
Isuzu;Die Dry
Deadboy;Silicon
Eris Drew / Octo Octa;Beam Me Up (To The Goddess Remix)
Murder He Wrote;Circles                                    
Mindscape                          ;Anchorsong  
Paint;Heaven In Farsi
Two Medicine;Astropsychosis
Waajeed ft. Ideeyah;I Ain´t Safe
George FitzGerald feat. Tracey;Half-Light (Special Request Remix)
Planningtorock                   ;Piece Of My Mind               
Postcards                                 ;Bright Light                          
Nuage & Das Bassorchester;Unter Strom
