Interpret;Titel
Mitski;A Pearl 
Princess Chelsea;The Loneliest Girl
Peaking Lights;I Can Read Your Mind
Jonny Rock;Kardes
Bled White;Red
Jungle;Smile
Pleasure Planet;Polyboo
Iron Curtis;Boorang
LDY OSC;Chekechant
Amber Arcades;Alpine Town
Tee Grizzley feat. Chris Brown;Set The Record Straight
Trippie Redd;Missing My Idols
The Goon Sax;She Knows
Sugar;Changes
Giirl;Downtown
Planningtorock;Transome
Ghetts feat. Stefflon Don;Slumdog Millionaire
Ghetts;Jess Song
Chip feat. 67 (Dimzy & LD);Honestly
Scorcher;London Boy
Foreign Beggars feat. Black Josh;Waved (My Nu Leng Remix)
Bungle;Cocooned VIP
Need For Mirrors;Grey Scale
Paranorman;NRG
Monuman ;If You Want
Soundbwoy Killah;Yours
Sad At Superbowl;Deus Ex Machina
Sad At Superbowl;Gjynah
Nothing;Hail On Palace Pier
Ally The Fiddle;Aphotic Zone
As One (Steffi Vs Martyn);The Ladder
Honig;Counterfeit Gallery
The Manana People feat. Bonnie Prince Billy;Antropophagus
Susanne Blech;Ich War Noch Niemals In Irak
Steve Hauschildt feat. Julianna Barwick;Saccade
