Interpret;Titel
Guy Incognito;The Epic Comedown
Jimi Tenor;Quantum Connection                        
Dehousy;Break (Addison Groove Remix)
The Voidz;All Wordz Are Made Up
Parquet Courts;Wide Awake!
Bodega;How Did This Happen
Grapell;Light To Shine
Tocotronic;Hey Du
Isuzu;Die Dry
Deadboy;Silicon
Lewis James feat. Dandans K;Praying Out Loud
Bungle;Cocoon VIP
Rosalia;Malamente
Garden City Movement;Santal 33
Rejjie Snow;Rainbows
Two Medicine;Gold
Unknown Mortal Orchestra;Everyone Acts Crazy Nowadays
Alejandro Mosso;Uyuni
Marlon Hoffstadt;She Is My Hero
Teyana Taylor feat. Kanye West;Hurry
Bugzy Malone feat. JP Cooper;Ordinary People
Christine And The Queens;Damn, Dis-Moi (Palms Trax Remix)
The Bollock Brothers;GDM
JB Dunckel;Love Machine
Jess Sah Bi & Peter One;Katin
Peggy Gou;It Makes You Forget (Itgehane)
Romans;Novaria
Altin Gün;Kirsehir In Gülleri
Kurt Vile;Loading Zones
Floh De Cologne;Die Luft Gehrt Denen, Die Sie Atmen
Feine Sahne Fischfilet;Wo Niemals Ebbe Ist
Sofia Portanet;Wanderratte
Lewsberg;The Smile
J. Cole;Brackets
Otik;Hunga
Waajeed;From The Dirt
