Interpret;Titel
Deadboy;He Became A Bird Or A Snake
Wavescape;Voyager
Mass Gothic;I´ve Tortured You Long Enough
Timothy Clerkin feat. Natalie Reiss;Knife Edge Heart
Arp;Folding Water
Dissidenten & Karnataka College Of Percussion;Konnakhol
Al Dobson Jr.;Who U Think U Are
Dissidenten;Maharajas´ Ox-Cart
Otik;Top Ten (Blackdown Refix)
Orson;Life Gamble
Lunar Orbit Rendezvous;Elliptical Orbit Around The Moon
Black Snake;Atomic Rooster
Claptone feat. Zola Blood;Birdsong (Eagles & Butterflies Remix)
Bon Voyage Organisation;L´Heure C´Est L´Heure
Chunky;Sangoma
White Denim;Sky Beaming
Dean Wareham & Cheval Sombre;Wayfaring Stranger
Boygenius;Me And My Dog
Merope;Ganiau
Bugzy Malone;Die By The Gun
Young Thug feat. Gunna & Lil Baby;Chanel (Go Get It)
Blood Orange feat. A$AP Rocky &Project Pat;Chewing gum
Mitch Von Arx;Melt
Lawrence;Treasure Box
Christopher Rau;Jetlag Alter
Orchester James Last;ZDF Hitparade Melodie
Liesbeth List;Verlassen Der Strand
David Bowie;Helden
Can/Inner Space;Millionenspiel
Stabil Elite;Gold
Blood Orange feat. Janet Mock;Family
