Interpret;Titel
Embryo;Tausendfüßler
Nordmann;Silver & Black
Khruangbin;Aug 10
First Aid Kit;Ruins
Blackberries;Kasbah
Yungblud;Polygraph Eyes
Killason;Ghost
Pale Hone;Real Thing
Black Snake Moan;Never
Sonars;Desert Moon
Holy;Heard Her
Jacco Gardner;Clear The Air
Imarhan;Azzaman
Birth Control;Gamma Rey
One Sentence.Supervisor;Hedera Helix
The Liminanas feat. Anton Newcombe;Istanbul Is Sleepy
Altin Gün;Kirsehir´ In Gülleri
Shocking Blue;Venus
Lewsberg;Non-Fiction Writer
Kraftwerk;Tour De France
One Sentence.Supervisor;Algo Rhythm
Tshegue;Survivor
Bruno Belissimo;Infradisco
Cosmokramer;Starving In This Wilderness
Sam Fender;Play God
Blind Butcher;Alles Macht Weiter
Meute;Think Twice (Henrik Schwarz Remix)
Platinum Boys;We Don´t Dance Anymore
Feine Sahne Fischfilet;Wo Niemals Ebbe Ist
Die Nerven;Barfuß Durch Die Scherben (live at Vera)
