Interpret;Titel
Ego Ella May;Table For One
Loyle Carner feat. Jordan Rakei;Ottolenghi
Meek Mill;Almost Slipped
Kid Ink feat. Rory Fresco & Juliann Alexander;Lob
Kodak Black;Calling My Spirit
Grapell;Light To Shine
Peter, Paul And Mary;Leaving On A Jet Plane
Digable Planets;Rebirth Of Slick (Cool Like Dat)
Leikeli47;Girl Blunt
XXXTentacion;Staring At The Sky
Kanye West & Kid Cudi;Cudi Montage
Swizz Beatz feat. 2 Chains;Stunt
Lil Peep;Runaway
Alice In Chains;Rooster
Wicca Phase Springs Eternal &Horse Head;Just So You Know
Om Unit;Sleeping Dragon
Alibi feat. DRS;Said And Done
Need For Mirrors;Tribulations
Need For Mirrors;Oval (Original)
Need For Mirrors;Miranda
Oneohtrix Point Never;Love In The Time Of Lexapro
Albrecht Schrader & The Düsseldorf Düsterboys;Marijke Armado
Sad At Superbowl;Sad at Superbowl
Cairo;Too Late
Gucci Mane;Money Callin
6ix 9ine feat. Lil Baby;Tic Toc
Jon Spencer;Time 2 Be Bad
Ice Cube;The New Funkadelic
Georgia;Started Out (Tuff City Kids Remix)
Polyswitch;Biased (Don´t Hold Back The Truth)
Maya Jane Coles;Don´t Leave
Takeleave;Bedroom Eyes
Levi Love;Ashram
Die Goldenen Zitronen;Nützliche Katastrophen
Jelanie Blackman;Fashion
Jelanie Blackman;Manners
Sea Moya;Vineland
Die Heiterkeit;Was Passiert Ist
J Mascis;Sky Is All We Had
Christian Nielsen;No Time For Sleep
Jenia Tarsol & Jinga;Jimjum
