Interpret;Titel
Odd Couple;Yada Yada
Klaus Johann Grobe;Ein Guter Tag
JB Dunckel;Love Machine
Garden City Movement;Sans Titre
Washed Out;Hard To Say Goodbye
Ross From Friends;There´s A Hole In My Heart
DJ Taye feat. DJ Lucky;Smokeout
DJ Taye feat. Odile Myrtil;Same Sound
Unknown Mortal Orchestra;Not In Love We´re Just High
The Men;Secret Light
De Lux;Smarter Harder Darker
PTTRNS;Armado
Jonathan Wilson;Trafalgar Square
Mary Lattimore;Hello From The Edge Of The World
Visible Cloaks;Permutate Lex
Groeni;I Don´t Hold Knives
Melquiades;Morning Breeze (Francis Harris Re-Form)
Aera;The Sun Will
Tom Misch feat. Loyle Carner;Water Baby
Rowpieces;Groove Thang
DJ Chap & Andrezz feat. L Side & MC Fava;It´s A New World (Alibi Remix)
Amit;Form & Dictate
Bad Wire;Would Have Found Out
Yo La Tengo;Above The Sound
Alice Coltrane;Stopover Bombay
Wiz Khalifa;Long Way To Go
Garden City Movement;Passion Is A Dying Theme
Sandunes;Nutterfly
Project Pablo;Less And Less
Moscoman;I Ran
Rrao;Anita
Essaie Pas;Futur Parle
Jenny Wilson;It Hurts
L.A. Salami;Jean Is Gone
