Interpret;Titel
Juliana Daugherty;Sweetheart
Luluc;Spring
Hidden Orchestra;Wingbeats (Max Cooper Remix)
Kid Ink feat. Rory Fresco;Lob
Kid Ink;Tomahawk
Gagaku;Synkro
Pieter de Graaf;A Minor Story
Djrum;Waters Rising
Oliver Yorke;Totem
Haiyti;American Dream
Dabble Inshore;Leuchtender Mund
William Tyler;Call Me When I'm Breathing Again
G-Prod;D-Light
Hammock;Always Before Your Eyes
Hammock;We Are More Than We Are
Ghost;Helvetesfonster
WEN;Blips
Peter Patzer;Mild Maniac
The Liminanas;Maria's Theme
Drangsal;Wolpertinger
Jungle;Smile
Jack White;Corporation
Laurel Halo & Hodge;Tru
Charlotte De Witte;Brussels
DJ Counselling;Myou Yeah Love
Kelela;Truth Or Dare (LSDOXO Remix)
Joel Vandroogenbroeck & Walt Rockman;Fairy Tale
Brainticket;Places Of Light
Khruangbin;White Gloves
Dj Fangkiebassbeton;Als Freier Mann
Wiki feat. J. James Soloman & Obongjayar;Elixir
6ix 9ine feat. Nicki Minaj & Kayne West;Mama
Pistol Annies;Sugar Daddy
Charlotte Gainsbourg;Such A Renarkable Day
