Interpret;Titel
Arthur Baker feat. Rockers Revenge;On A Mission
Archie Hamilton;Mercury
DJ Counselling;Myou Yeah Love
Chastity;Heaven Hell Anywhere Else
Jealous Of The Birds;Russian Doll
Credit To The Nation;Call It What You Want
Leo Pol;Fnc Burning
The Internet;La Di Da
Rejjie Snow;Rainbows
The Internet;It Gets Better (With Time)
Gang Starr;Moment Of Truth
Ed Sheeran;Shape Of You (Stormzy Remix)
Das Lunsentrio;Im Goldenen Hahn
King Kong;Pigeon Man
Dehousy;Break (Addison Groove Remix)
Abstract Division;Disconnected
DJ Hell;Allerseelen (Jeff Mills Remix)
Alan Fitzpatrick;System Addict
DJ Maphorisa feat. Moonchild Sanelly, Mlindo The Vocalist & Stilo Magolide;Dance Like Mandela
Hagan feat. Gafacci;Yenko
Cassia;Get Up Tight
Ty Segall And White Fence;Body Behavior
Gumball;Free Grazin´
Cullen Omori;Happiness Reigns
The Hunna;Dare
Marquis Hawkes & Jamie Lidell;We Should Be Free
Johannes Albert;TPTS
The Myrrors;The Blood That Runs The Border
Om Unit;The Corridor (Danny Scrilla Remix)
Klaus Johann Grobe;Discogedanken
Rum Baba;Hollywood
The Carters;Lovehappy
TK Kravitz feat. NBA Youngboy;Bank Account
