Interpret;Titel
Van Der Graaf Generator;Theme One
Ariel Pink;Kinski Assassin
Shinedoe;Mutant Frequencies
Canshaker Pi;Adolescence Profound
Bodega;How Did This Happen?!
Lewsberg;Terrible
DJ Snake;Magenta Riddim
King Gizzard & The Lizard Wizard;Rattlesnake
Denzel Curry;Sumo/Zumo
The Lytics;Glow
Louis Cole;Things
Astronautalis;Running Away From God
Peggy Gou;It Makes You Forget
Vegetable Disco;Made Up
Chocolat;On Est Meilleurs Qu´ R.E.M.
Jonas David;Stay For
Genesis;Firth Of Fifth
The Vryll Society;Course Of The Satellite
Barr Brothers;It Came To Me
Arthur Brown;Fire
Phoebe Bridgers;Scott Street
DJ Python;q.e.p.d
Christophe;Unity Vibez
Messer;Detektive (Factory Floor Remix)
Gabe Gurnsey;New Kind
Ari Roar;Calm Down
Seun Kuti & Egypt 80;Struggle Sounds
NWA;Straight Outta Compton
Rolling Blackouts C.F.;Talking Straight
Ben Khan;Waterfall
Ratgrave;Big Sausage Pizza
Brandon Coleman feat. Patrice Quinn;Giant Feelings
