Interpret;Titel
Guy Incognito;The Epic Comedown
Calibre feat. DRS;City Life
Marlon Hoffstadt;Cyclin Since 94 (Shun´s Doing Foot Since 95 Remix)
Underworld & Iggy Pop;Bells & Circles
Wargirl;Arbolita
C.A.R;Daughters (Peaking Lights Remix
Jimi Tenor;Naomi Min Sumo Bo
Lykke Li;Sex Money Feelings Die
Shoreline Mafia;Dope House
Pusha T;The Games We Play
Danger Dan;Die Grundvoraussetzung
Ali Shaheed Muhammad & Adrian Younge;Redneph In B-Minor
Waifs & Strays;Don´t Give It Up
Herve;Destiny
Brame & Hamo;Sports Complex
DJ Swagger  feat. Vector Dancer;Vegan Bordbistro
Cassy & Pete Moss;You Said (Marquis Hawkes Remix)
Osolot;Nights In New York
Social State;Open The Wall
Clairo;Hello?
Ben Khan;Do It Right
Luluc;Heist
Whitney;Golden Days
Lemonheads;Mrs. Robinson
Ari Roar;Picked The Lock
Smudge;Superhero
Ghost;Helvetesfonster
Ghost;Life Eternal
