Interpret;Titel
ORSON                                    ;LIFE GAMBLE
Burial                               ;Distant Lights
Paranorman               ;NRG
Jlin                             ;Carbon 12
dBridge                                           ;Gen 19
Otik                                           ;True Level 
Alt-J feat. Goldlink;Last Year (Terrace Martin Version)
Jackson Kalter                   ;The Cyclist
Borderline                                      ;My Baby
Illusion                                          ;Lawrence
Kode9/Burial Fabriclive 100;"Fabriclive 100  (Edit I) (darin: Luke Slater ""I Can Complete You"")"
Cooly G                     ;Hard
Yulia Niko                                   ;Casa En El Agua 
Burial                                              ;Raver
Kode9/Burial Fabriclive 100 ;Fabriclive 100  (Edit II)
Bop                                              ;Untitled Pattern 62
Etch feat. Farrah                ;Outsider
Little Simz                    ;Boss
MHD                                 ;Samedi Dimanche
Connan Mockasin           ;Charlotte´s Thong
Kode9/Burial Fabriclive 100 ;Fabriclive 100 (Edit III)
Fröst                                ;Crackling On The Wire
Peel Dream Magazine         ;Qi Velocity
Roosevelt feat. Washed Out;Forgive 
Christine And The Queens;Girlfriend
Christine And The Queens;Goya Soda
Paint                                    ;Daily Gazette
Sage                            ;Any Other Time
William Fitzsimmons     ;Never Really Mine
Roosevelt                         ;Better Days
Molly Burch                                   ;Without You
Ron Gallo                    ;Do You Love Your Company?
Burial                      ;Night Bus
