Interpret;Titel
Guy Incognito;The Epic Comedown
Mr. Mitch;Creep (Take You Home)
Deadboy;Silicon
Maestro;Harmony (Yuksek Remix)
Soulwax;Essential Ten
The Carters;Apeshit
Nas feat. Kanye West;Cops Shot The Kid
Bodega;How Did This Happen
Freelance Hellraiser;A Stroke Of Genius
Captain Sensible Vs Eve Vs Busta Vs Soulwax;Wot? Woo – ha!!!
Kid Creole & The Coconuts;Double On Back
Youngr;Lost In Translation
Mndsgn;U & Ya Frenz
Ice Cube;It Was A Good Day
XXXTentacion feat. Joey Bada$$;Infinity 888
Stan Getz feat. Jimmie Rowles;The Peacocks
WEN;Grit
Martyn;World Gate
Leon Vynehall;Kiburu´s
Luluc;Spring
Leon Vynehall;Trouble – Parts I, II, & III (Chapter V)
William Conrad;The Invaders – Opening Theme
Blackdown;Halcyon Skies
Special Request;Transmission
Loom;Ultraviolet Love Scene
The Carters;Lovehappy
Bob Kuban And The In-Men;The Cheater
Kamasi Washington;Hub-Tones
Kamasi Washington;Testify
Let´s Eat Grandma;Falling Into Me
Social Misfits;Velvet Rooms
Trust Image;Doing You Wrong
X-Altera;Compound Extraprotus
Danny Byrd feat. Ky;Hold Up The Crown
Atlantic Connection;Choices
