Interpret;Titel
The Fall;Bill Is Dead
The Ruff With The Smooth feat. Donovan “Bad Boy“ Smith;Twisted Girl 
Fracture feat. Lucie La Mode ;Take You
Hybrid Minds feat. Ad Apt & Tiffani Juno;Dry Land (Command Strange Rmx) 
Ty Segall;Everyone´s A Winner
Hieroglyphic Being, Sarathy Korwar & Shabaka Hutchings ;Ashrams
Skream;An Ode To Mr. Smith
Gorillaz feat. Mark E. Smith ;Glitter Freeze 
Parquet Courts;Stoned And Starving
The Fall Vs John Peel;Mr. Pharmacist 
Smith And Selway Vs John Peel;15.5 Remake
Greg Venezia ;Lies
Krust;The Portal 
Need For Mirrors;My Girl
Xul Zolar;Vacuum
Khruangbin ;Evan Finds The Third Room
Nightmares On Wax;Tell My Vision 
Tocotronic;Hey Du
Von Südenfed ;That Sound Wiped 
Makeness ;Day Old Death (DJ Python Rmx)
Rocco Vice ;Der Mond
Motez feat. Antony & Cleopatra ;The Future (Purple Disco Machine Rmx) 
Chimpo;Did Die Do Dat? (Ghost Remix)
Krust;Concealing Treachery 
Bop;Untitled Pattern 55
London Elektricity ;Just One Second (Mitekiss Remix)
Tamino;Habibi
Steamhammer ;Lost You Too 
Black Rebel Motorcycle Club;Haunt
D.O.S.E. feat. Mark E. Smith ;Plug Myself In (Nero Remix) 
The Fall;Brillo De Facto
Drafi & His Magics;I Don´t Need That Kind Of Loving
Swedish Death Candy;Green
Alex Chilltown;Drown
Giant Swan;Weight Of Love
Stormzy;Do Better
