Interpret;Titel
The Fall;Victoria
Parquet Courts;Stoned And Starving
Rolling Blackouts C.F.;Talking Straight
Daniele Luppi & Parquet Courts feat. Karen O;Talisa
Parquet Courts;Wide Awake
The Voidz;All Wordz Are Made Up
Isolation Berlin;Kicks
Sly-One;Flute
¡Súbelo Cuba! Feat. Luz De Cuba;Traketeo
Kode9 Vs LD;Bad
Swutscher;Faxen Dicke
Exactshit/Hexstatic;Nancy´s Boots
Sofia Portanet;Freier Geist
The Dean Ween Group;The Ritz Carlton
Danger Mouse;Encore
Parquet Courts;NYC Observation
Jimi Tenor;Quantum Connection
Kamaal Williams;High Roller
Kiefer;What A Day
Map.ache;Thank You Again
Derek Carr;Acid Bath
Kyle feat. Kehlani;Playinwitme
Verrückte Hunde;Gerri Lineker
Sumgii;Meds Ahahaaa
Verrückte Hunde feat. Doze;Mein Song
Cuco;Sunnyside
Stephen Malkmus & The Jicks;Difficulties/Let Them Eat Vowels
Juliana Daugherty;Player
Mary Lattimore;Hello From The Edge Of The World
Da Loonartistz;Diamonds Are Forever
Guy Incognito;I Think I Need You In My Life
Afriqua;Cerch
Jackie-O Motherfucker;Radiating
Datashock;Eine Brise Exotik
Sankt Otten;Das Endgültige Scheitern Der Melancholie
Parquet Courts;Mardi Gras Beads
