Interpret;Titel
B. Fleischmann;You´re The Spring
Garden City Movement;For Tomorrow
Dabrye feat. Ghostface Killah;Emancipated
Emamkay;Happy Loner
Rejjie Snow feat. Amine;Egyptian Luvr
Moses Boyd;Sirens
Field Music;No King No Princess
Scott Gilmore;Things Forgotten
Migos;Too Much Jewelry
C.A.R.;This City
Palmbomen II;Seventeen
Body San;Pacific Reasons
Rhye;Feel Your Weight
Ty Segall;Everyone´s A Winner
Urge Overkill;Emmaline
Sleight Of Hands;Thankful
Peggy Gou;It Makes You Forget
The Men;Maybe I´m Crazy
Justin Timberlake;Hard Stuff
Man;Love
Linda Perhacs;The Soul Of All Natural Things
Loma;Joy
And The Golden Choir;My Lies
DJ Koze;Seeing Aliens (Extended Breakthrough Listen)
Kwake Bass;Marble Ruin
Eduardo De La Calle;Phason Jazz
Django Django;Fountains
Hookworms;Ullswater
Isolation Berlin;Marie
Robert Earl Thomas;What Am I Gonna Do
Bad Sounds;Avalanche
The Homesick;The Best Part Of Being Young Is Falling In Love With Jesus
Vizediktator;Hollywood Europa
Montero;Vibrations
Premonition;HOLY
