Interpret;Titel
Brian Eno;Needles In The Camel´s Eye
Bodega;Truth Is Not Punishment
Clubkelly;Need U
Deadboy;No More
Inja feat. Pete Cannon;Blank Pages
Inja feat. Logistics;Birthday Song
Soundbwoy Killah;Turn Off The Lights
Marlon Hoffstadt;Der Merowinger (Matteo Luis & DCHM Remix)
Bullion;God Only Knows
Rin;Swoosh
Playboi Carti feat. Pi´erre Bourne;Right Now
Villagers;A Trick Of The Light
The Vryll Society;Andrei Rublev
Attraktta;Memoryhouse
Mark Barrott;Coming Up For Air
Markus Guentner feat. Tom Moth;Halo
Drake;Final Fantasy
Drake;That´s How You Feel
Teyana Taylor feat. Kanye West;Hurry
Gorillaz feat. Damon Albarn;Humility
Roosevelt;Under The Sun
Stats;I Am An Animal
Bawrut;More Cowbell (Marlon Hoffstadt´s Aloe Vera Mix)
Hunchback;Failed Crusade
Bodega;Name Escape
Menace Beach;Black Rainbow Sound
Champs;My Spirit Is Broken
Jellies;Love Said (Let´s Go)
Tom Allan & The Strangest;2 Fingers Up
Sami Baha;Cold Pursuit
Locust Fudge;Come On In
Die Wilde Jagd;Flederboy
The Innocence Mission;Green Bus
RP Boo;U-Don´t No
Oneohtrix Point Never;Still Stuff That Doesn´t Happen
Rin;Outro
Jay Rock;For What It´s Worth
Sami Baha;Thugs
Florence + The Machine;Big God
Eyes Of Others;I See You In The Shrubs (Donald Dust´s Other Thumper)
