Interpret;Titel
Famous Dex feat. NBA YoungBoy;In The Bank
Chefket feat. Marsimoto;Gel Keyfim Gel
Hatchback;Haiphong Boogie
Garden City Movement;Santal 33
Alejandro Mosso;Liminality
Jack White;Corporation
Jon Spencer Blues Explosion;Mars, Arizona (DFA Remix)
Perel;Alles
Diplo feat. Lil Xan;Color Blind
Jon Hopkins;Emerald Rush
DJ Koze feat. Roisin Murphy;Illumination
Birds Of Chicago;Roll Away
North Mississippi Allstars;Never In All My Days
Young Fathers;Wire
Snoop Dogg feat. Kim Burrell;Sunshine Feel Good
Tom Misch feat. Loyle Carner;Water Baby
Benny Bridges;New Places
Girls Of The Internet & Peven Everett;Love Delicious (Sully Remix)
Pangaea;Bone Sucka
Danvers;Mason
Alejandro Mosso;Valsable
Love Machine;Times To Come
Lewsberg;Non – Fiction Writer
Dungen & Woods;Turn Around
Frankie Cosmos;Duet 
The Orielles;Old Stuff, New Glass
Snoop Dogg feat. Sly Pyper;Sunrise
Evidence;Throw It All Away
Amen Dunes;Blue Rose
Altin Gün;Kirsehir In Gülleri
PTTRNS;Armado
Man Power;Baranquilla Trifle
Shadow Child;Nosense
STE ;The Circle
The Dead Brothers;Everything's Dead
Wave Pictures;Jim
Jack White;Humoresque
Mary Lattimore;Hello From The Edge Of The World
