Interpret;Titel
Mavi Phoenix;Prime
Patrick Conway;Nanotubes
Kevin Over;Cash Machine 2 Blocks Away
Tess Parks & Anton Newcombe;Right On
Matthew Dear;What You Don´t Know
Sutja Gutierrez;Allodoxaphobia
6Lack feat. J. Cole;Pretty Little Fears
Loyle Carner feat. Jordan Rakei;Ottolenghi
Catching Flies feat. Jay Prince & Oscar Jerome;New Gods
Linear John;Candy Lover
George Benson & Jack McDuff;Shadow Dancers
Conan Mockasin;B´nd
Eut;Look (Who Has Decided After All)
Mary Lattimore;Hello From The Edge Of The World
Kurt Vile;Bottle It In
Atmosphere;Delicate
Little Simz;Offence
Nile Rodgers & Chic feat. Craig David & Stefflon Don;Sober
Thor Rixon feat. Mx Blouse;Khalela
Bell Towers;My Body Is A Temple
DJ Haus & DJ Boring;Los Apson?
The KVB;Live In Fiction
Karies;Alice
Nova Materia;Kora Kora
Elektro Guzzi;Backlash
Thor Rixon feat. Mx Blouse;Khalela
Bell Towers;My Body Is A Temple
DJ Haus & DJ Boring;Los Apson?
Two Medicine;Gold
Parcels;Everyroad
Emanuel Satie ;Addis Ababa
Akito;Oyasumi
Mr. Mitch;Show Me
Sieren;Dissolve
Tali feat. Macca & Vector;Situations
dBridge;Filtered Scenes
John Grant;Tempest
Kurt Vile;Bassackwards
